University of Nebraska-Lincoln Police,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10
17004721,ACCIDENTS - P.D. H&R NOT REPORTABLE,11/22/2017 17:19,Closed - Inactive,11/22/2017 17:13,11/22/2017 17:13,Sheldon Museum of Art,451 N 12th St (SIDEWALK),$0.00,$0.00,Vehicle struck a sculpture in the Sheldon Garden area.
17004722,TRAFFIC - OTHER,11/22/2017 18:09,Closed - Inactive,11/22/2017 18:09,,N/A,N 10TH ST & T ST (STREET),$0.00,$0.00,"Officer attempted a traffic stop, however the driver fled from the officer."
17004723,LARCENY - STOLEN BIKE,11/22/2017 18:10,Closed - Inactive,11/22/2017 15:00,11/22/2017 18:00,Selleck Quad,600 N 15th St (UNL RESIDENCE HALL),$120.00,$0.00,Student reported their bike stolen.
17004724,DISTURBANCE - OTHER,11/23/2017 4:45,Closed - Non-Criminal Case,11/23/2017 4:45,,The Robert E. Knoll Residential Center,440 N 17th St (SIDEWALK),$0.00,$0.00,Officers contacted a non-University affiliate who was riding around messing with bicycles. He was provided with a Trespass Policy Letter and released without incident.
17004736,NARCOTICS - POSSESSION,11/24/2017 2:28,Closed - Cleared by Arrest-Adult,11/24/2017 2:28,,The Village,1055 N 16th St (UNL RESIDENCE HALL),$0.00,$0.00,"Officers responded to a residence hall due to the odor of marijuana. Officers contacted the resident of the room and the resident was subsequently cited and released for Possession of Marijuana <1oz and Possession of Drug Paraphernalia. A University non-affiliate, who was also in the room was cited and released for Possession of Marijuana < 1oz, Possession of Drug Paraphernalia, and Minor in Possession of Alcohol."
17004742,FIRE - FALSE ALARM,11/24/2017 15:34,Closed - Non-Criminal Case,11/24/2017 15:30,,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Juvenile accidentally set off a fire alarm.
17004747,ALCOHOL - MINOR IN POSSESSION,11/25/2017 23:07,Closed - Cleared by Arrest-Adult,11/25/2017 23:07,,N/A,N 18TH ST & Q ST (STREET),$0.00,$0.00,"Officers conducted a traffic stop after observing a vehicle without headlights. After observing alcohol in the vehicle with both occupants underage, the passenger was subsequently cited and released for Minor in Possession of Alcohol."
17004748,TRAFFIC - SUSPENDED DRIVER,11/25/2017 23:35,Closed - Cleared by Arrest-Adult,11/25/2017 23:35,,N/A,N ANTELOPE VALLEY PKWY & Salt Creek RDWY (STREET),$0.00,$0.00,Officer made contact with the driver of a motor vehicle who had his driving privileges suspended. He was cited and released for Driving Under Suspension.
17004749,FALSE INFORMATION - GIVEN TO OFC.,11/26/2017 0:39,Closed - Cleared by Arrest-Adult,11/26/2017 0:39,,N/A,N 9TH ST & Salt Creek RDWY (STREET),$0.00,$0.00,Officers conducted a traffic stop after observing an improper turn. One of the passengers was found to have an active warrant after first giving a false name. He was cited and released for False Statement to a Police Officer and lodged on the warrant.
17004751,NARCOTICS - POSSESSION,11/26/2017 0:46,Closed - Cleared by Arrest-Adult,11/26/2017 0:46,,N/A,N 12TH ST & Q ST (STREET),$0.00,$0.00,Possession of drug paraphernalia stemming from traffic stop at N 12 St/Q St.
17004754,LARCENY - STOLEN BIKE,11/26/2017 17:23,Closed - Inactive,11/20/2017 23:30,11/26/2017 16:45,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),$420.00,$0.00,Student reported theft of their bike.
17004755,ACCIDENTS - P.D. NOT REPORTABLE,11/26/2017 17:42,Closed - Non-Criminal Case,11/26/2017 17:42,,N/A,1875 North 42nd Street (GOV'T PARKING LOT (UNL)),$0.00,$500.00,One vehicle non injury accident.
17004757,LARCENY - STOLEN BIKE,11/26/2017 18:52,Closed - Unfounded,11/26/2017 18:11,,Selleck Quad,600 N 15th St (UNL RESIDENCE HALL),$180.00,$0.00,Student reported their bike stolen.
17004764,VANDALISM - OTHER,11/27/2017 8:03,Closed - Inactive,11/25/2017 13:00,11/26/2017 12:00,Plant Science Teaching Greenhouse,"3855 Fair St (UNL SUPPORT FACILITY (office, service))",$0.00,$100.00,Vandalism of exterior door at the Plant Science Teaching Greenhouse.
17004767,ACCIDENTS - P.D. H&R NOT REPORTABLE,11/27/2017 10:14,Closed - Inactive,11/25/2017 17:30,11/27/2017 9:45,The 50-50,1801 R St (GOV'T PARKING GARAGE (UNL)),$0.00,$300.00,"Belated hit and run at the 50-50 building, 1801 R St."
17004770,FIRE (WORKING) - ALARM,11/27/2017 12:28,Closed - Non-Criminal Case,11/27/2017 12:26,11/27/2017 12:28,Theodore Jorgensen Hall,855 N 16th St (UNL ACADEMIC BUILDING),$0.00,$40.00,"Working fire outside of UNL building, damage to bushes and mulch."
17004773,LARCENY - STOLEN BIKE,11/27/2017 13:21,Closed - Inactive,11/20/2017 13:00,11/27/2017 10:00,Nebraska Union,1400 R St (SIDEWALK),$200.00,$0.00,Student reported their bike stolen.
17004774,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",11/27/2017 14:08,Closed - Non-Criminal Case,11/27/2017 14:08,,N/A,745 N. 14th Street (GOV'T PARKING LOT (UNL)),$0.00,$0.00,Staff member reported causing damage to vehicle with lawnmower
17004776,NARCOTICS - POSSESSION,11/27/2017 15:10,Open,,,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Student arrested for Possession of a Controlled Substance.
17004786,NARCOTICS - POSSESSION,11/27/2017 22:34,Closed - Cleared by Arrest-Adult,11/27/2017 22:34,,N/A,N ANTELOPE VALLEY PKWY & Salt Creek RDWY (STREET),$0.00,$0.00,A vehicle was stopped for a traffic violation. The driver was cited/released for Fail to Signal Turn and Possession of Drug Paraphernalia.
17004788,ALCOHOL - MINOR IN POSSESSION,11/28/2017 1:46,Closed - Cleared by Arrest-Adult,11/28/2017 1:46,,N/A,N 17TH ST & R ST (SIDEWALK),$0.00,$0.00,A report of an intoxicated male near a UNL residence center. The male (UNL student) was cited/released for MIP-C and transported to The Bridge for further care. BAC .238.
17004790,ALCOHOL - MINOR IN POSSESSION,11/28/2017 2:10,Closed - Cleared by Arrest-Adult,11/28/2017 2:10,,Varner Hall,3835 Holdrege St (GOV'T PARKING LOT (UNL)),$0.00,$0.00,A report of a disturbance in the Varner Hall parking lot. Officers contacted two UNL students who denied causing the disturbance. One of the students was cited/released for MIP-C (BAC .110).
17004792,VANDALISM - BY GRAFFITI,11/28/2017 8:47,Closed - Inactive,,,University Health Center,1500 U St (GOV'T PARKING LOT (UNL)),$0.00,$20.00,Vandalism by graffiti at University Health Center.
17004798,VANDALISM - BY GRAFFITI,11/28/2017 11:36,Open,,,Love Library South,1248 R St (SIDEWALK),$0.00,$10.00,Vandalism by graffiti at Love Library.
17004799,SS - CHECK WELFARE OF PERSON,11/28/2017 12:01,Closed - Non-Criminal Case,,,Pershing Military & Naval Science Building,"1360 Vine St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Check welfare of UNL student.
17004804,MISC - OTHER,11/28/2017 14:56,Closed - Cleared by Arrest-Adult,11/28/2017 14:56,11/28/2017 15:08,Love Library South,"1248 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,"Student cited for Acts declared unlawful-license/driving, false ID."
17004806,TELEPHONE - OTHER,11/28/2017 18:10,Closed - Inactive,11/28/2017 17:45,11/28/2017 18:10,Hamilton Hall,639 N 12th St (UNL ACADEMIC BUILDING),$0.00,$0.00,Staff member reported a disturbing phone call.
17004827,LARCENY - STOLEN BIKE,11/29/2017 20:43,Closed - Inactive,11/29/2017 18:30,11/29/2017 20:30,Avery Hall,1144 T St (UNL ACADEMIC BUILDING),$615.00,$0.00,Student reported their bike stolen.
17004829,LARCENY - OTHER OR FROM OPEN AREA,11/29/2017 21:01,Closed - Inactive,11/29/2017 19:00,11/29/2017 21:00,Sapp Recreation Facility,"841 N 14th St (UNL SUPPORT FACILITY (office, service))",$180.00,$0.00,University student reported a larceny of his skateboard.
17004836,VANDALISM - BY GRAFFITI,11/30/2017 8:17,Closed - Inactive,,,Henzlik Hall,1430 Vine St (ALLEY),$0.00,$10.00,Vandalism by graffiti at Henzlik Hall.
17004838,ACCIDENTS - P.D. H&R NOT REPORTABLE,11/30/2017 9:53,Closed - Inactive,11/26/2017 17:30,11/30/2017 8:00,N/A,(UNKNOWN),$0.00,$700.00,"Belated hit and run accident, unknown location."
17004842,OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,11/30/2017 12:43,Closed - Non-Criminal Case,,,N/A,(UNKNOWN),$0.00,$0.00,UPD was made aware of a possible sexual assault occurring off campus. Investigator reached out to victim to relay resources.
17004845,MISSING PERSON - ADULT,11/30/2017 15:44,Closed - Non-Criminal Case,11/30/2017 7:45,,Eastside Suites,433 N 19th St (UNL RESIDENCE HALL),$0.00,$0.00,Report of missing person who was later found to be ok.
17004846,LOST OR STOLEN ITEM,11/30/2017 17:38,Closed - Inactive,,,N/A,(UNKNOWN),$0.00,$0.00,Student reported losing their passport and I-20 Visa
17004850,ALCOHOL - MINOR IN POSSESSION,12/1/2017 0:59,Closed - Cleared by Arrest-Adult,12/1/2017 0:59,12/1/2017 5:04,The Robert E. Knoll Residential Center,440 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"Officers contacted two intoxicated University students. One student was cited and released for MIP-C (.120 BrAC). The second student was transported to The Bridge, cited for MIP-C and turned over to staff for safe detoxification (.225 BrAC)."
17004849,SUSPICIOUS PERSON,12/1/2017 1:01,Closed - Non-Criminal Case,12/1/2017 1:01,,Alpha Gamma Nu,3248 Starr St (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,University students reported suspicious activity occurring at their fraternity house. Officers investigated and ultimately seized two bicycles and one bicycle tire for safe keeping.
17004851,ALCOHOL - MINOR IN POSSESSION,12/1/2017 1:04,Closed - Cleared by Arrest-Adult,12/1/2017 1:04,,The Robert E. Knoll Residential Center,440 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Officers contacted two intoxicated University students. One student was cited for MIP-C and released to a sober friend. The second student was transported and released to The Bridge and cited for MIP-C. (BrAC .201 and .140).
17004853,ALCOHOL - MINOR IN POSSESSION,12/1/2017 3:28,Closed - Cleared by Arrest-Adult,12/1/2017 3:28,,Phi Gamma Delta,1425 R St (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,"Student cited for MIP-C and Acts Unlawful,(fake ID) and taken to the Bridge with .203 Bac"
17004854,ARSON,12/1/2017 3:28,Closed - Cleared by Arrest-Adult,12/1/2017 3:20,12/1/2017 3:45,Phi Gamma Delta,1425 R St (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,Officers investigated a report of two individuals lighting an object on fire. The burned object was located and no property damage was found. The investigation continues.
17004860,LOST OR STOLEN ITEM,12/1/2017 15:25,Closed - Non-Criminal Case,11/30/2017 12:30,11/30/2017 15:15,Howard L. Hawks Hall,730 N 14th St (UNL ACADEMIC BUILDING),$15.00,$0.00,Lost wallet of UNL student.
17004865,LARCENY - STOLEN BIKE,12/1/2017 20:20,Closed - Cleared by Arrest-Adult,12/1/2017 20:20,,Canfield Administration Building North,503 N 14th St (SIDEWALK),$500.00,$0.00,A non-University affiliate was contacted after he had taken a bike on campus. He was cited and released for Theft by Unlawful Taking $0-$500.
17004868,ALCOHOL - MINOR IN POSSESSION,12/1/2017 22:00,Closed - Cleared by Arrest-Adult,12/1/2017 22:00,,Nebraska Hall,900 N 16th St (SIDEWALK),$0.00,$0.00,Officers contacted two intoxicated University students attempting to assist each other to an unknown destination. One was also found to be in possession of multiple alcoholic beverages. Both were cited and released for Minor in Possession of Alcohol (.213 BAC and .074 BAC) and one was transported to The Bridge for a safe detoxification.
17004869,NARCOTICS - POSSESSION,12/1/2017 22:37,Closed - Cleared by Arrest-Adult,12/1/2017 22:37,,University Suites,1780 R St (UNL RESIDENCE HALL),$0.00,$0.00,"Officers responded to the report of the odor of marijuana in the resident hall. Officers subsequently made contact with a room where alcohol, drugs and drug paraphernalia were located. One individual was cited and released for Possession of Marijuana <1oz, Possession of Drug Paraphernalia, and Minor in Possession of Alcohol. The other individual was cited and released for Possession of Marijuana <1oz and Possession of Drug Paraphernalia."
17004871,ALCOHOL - USING FALSE I.D.,12/2/2017 0:04,Closed - Cleared by Arrest-Adult,12/2/2017 0:34,,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Officers located a Fake ID among a found wallet. Suspect is known and the case is under investigation.
17004873,ALCOHOL - DRUNK,12/2/2017 4:43,Closed - Non-Criminal Case,12/2/2017 1:43,,N/A,N 17TH ST & R ST (SIDEWALK),$0.00,$0.00,A University student was found intoxicated in a bus stop. He was transported to The Bridge for a safe detoxification (.222 BAC).
17004875,LARCENY - STOLEN BIKE,12/2/2017 11:05,Closed - Inactive,12/1/2017 9:00,12/1/2017 21:00,Nebraska Hall,900 N 16th St (UNL ACADEMIC BUILDING),$115.00,$0.00,A University of Nebraska student reported a theft of their bicycle. Investigation continues.
17004879,DISTURBANCE - OTHER,12/2/2017 20:50,Closed - Non-Criminal Case,12/2/2017 20:00,12/2/2017 20:30,Devaney Sports Center,"1600 Court St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A University staff member reported a disturbance that occurred at the Delaney Center during a sporting event.
17004880,LARCENY - FROM BUILDING,12/2/2017 21:15,Closed - Inactive,12/2/2017 19:00,12/2/2017 21:15,Selleck Quad,600 N 15th St (UNL RESIDENCE HALL),$10.00,$0.00,University student reported their laundry basket stolen. Case inactive pending further information.
17004884,DISTURBANCE - OTHER,12/3/2017 11:18,Closed - Inactive,12/3/2017 3:00,12/3/2017 10:54,The Robert E. Knoll Residential Center,440 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Student reported a disturbance.
17004885,SS - CHECK WELFARE OF PERSON,12/3/2017 12:44,Closed - Non-Criminal Case,12/3/2017 12:44,,Eastside Suites,433 N 19th St (UNL RESIDENCE HALL),$0.00,$0.00,Check welfare of student.
17004886,DISTURBANCE - OTHER,12/3/2017 16:18,Closed - Non-Criminal Case,12/1/2017 0:00,12/3/2017 16:18,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Student reported being harassed.
17004887,LARCENY - STOLEN BIKE,12/3/2017 16:36,Closed - Inactive,12/3/2017 1:36,12/3/2017 1:50,The 50-50,1801 R St (GOV'T PARKING GARAGE (UNL)),$300.00,$0.00,Student reported their bake taken.
17004888,LOST OR STOLEN ITEM,12/3/2017 18:36,Closed - Inactive,12/2/2017 23:00,12/3/2017 9:30,Eastside Suites,433 N 19th St (UNL RESIDENCE HALL),$700.00,$0.00,Student reported coat taken.
17004890,TRAFFIC - SUSPENDED DRIVER,12/3/2017 23:01,Closed - Cleared by Arrest-Adult,12/3/2017 23:01,,N/A,N ANTELOPE VALLEY PKWY & VINE ST (STREET),$0.00,$0.00,Officer conducted a registration check of a vehicle using their MDT. The driver was found to be suspended and was cited/released for DUS.
17004891,ALCOHOL - MINOR IN POSSESSION,12/3/2017 23:18,Closed - Cleared by Arrest-Adult,12/3/2017 23:18,,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),$0.00,$0.00,A narcotics complaint coming from a university dorm room. Two University of Nebraska students were cited/released for MIP.
17004893,NARCOTICS - POSSESSION,12/4/2017 0:01,Closed - Cleared by Arrest-Adult,12/4/2017 0:01,,N/A,N ANTELOPE VALLEY PKWY & N 17TH ST (STREET),$0.00,$0.00,"A vehicle was stopped for a traffic violation. The driver was cited/released for Unlawful Display of Plates, Possession of Marijuana < 1 oz. and Possession of Drug Paraphernalia."
17004899,VANDALISM - OTHER,12/4/2017 8:36,Closed - Inactive,12/1/2017 17:00,12/4/2017 8:36,Sandoz Hall,820 N 17th St (GOV'T LOT/FIELD (UNL)),$0.00,$400.00,UPD received the report of belated vandalism to a tree.
17004900,DISTURBANCE - OTHER,12/4/2017 11:49,Closed - Non-Criminal Case,,,Massengale Residential Center,1710 Arbor Dr (UNL RESIDENCE HALL),$0.00,$0.00,Report of unwanted text message occurring between students.
17004902,ACCIDENTS - P.D. NOT REPORTABLE,12/4/2017 14:27,Closed - Non-Criminal Case,11/9/2017 9:00,11/9/2017 13:00,N/A,1000 North 16th Street (GOV'T PARKING LOT (UNL)),$0.00,$200.00,Student reported a vehicle accident
17004903,LARCENY - FROM BUILDING,12/4/2017 15:50,Closed - Cleared by Arrest-Adult,12/3/2017 22:30,12/3/2017 23:30,Willa S. Cather Dining Complex,"530 N 17th St (UNL SUPPORT FACILITY (office, service))",$55.00,$0.00,Student reported theft of skateboard.
17004920,ACCIDENTS - P.D. NOT REPORTABLE,12/5/2017 11:07,Closed - Non-Criminal Case,12/5/2017 10:50,,N/A,EAST CAMPUS LOOP (STREET),$0.00,$800.00,Accident occurred when a car backed out of a parking stall. Information exchanged.
17004925,DISTURBANCE - OTHER,12/5/2017 15:08,Closed - Non-Criminal Case,12/5/2017 15:08,,Canfield Administration Building North,"503 N 14th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Staff member reported unwanted contact with another person.
17004928,BURGLARY,12/5/2017 17:28,Closed - Inactive,11/23/2017 12:00,12/4/2017 12:00,Selleck Quad,600 N 15th St (UNL RESIDENCE HALL),"$1,570.00",$0.00,Student reported a theft from their room.
17004929,SUSPICIOUS PERSON,12/5/2017 17:31,Closed - Non-Criminal Case,12/3/2017 15:27,12/4/2017 18:27,Scott Engineering Center,"844 N 16th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Report of suspicious person.
17004937,ALCOHOL - MINOR IN POSSESSION,12/6/2017 2:22,Closed - Cleared by Arrest-Adult,12/6/2017 2:22,,N/A,N 17TH ST & X ST (SIDEWALK),$0.00,$0.00,A report of an intoxicated male at Abel Hall. Officer's contacted the intoxicated male just north of Abel Hall and placed him into civil protective custody. The male was transported to The Bridge where he was cited/released for MIP-C.
17004944,FIRE (WORKING) - NO ALARM,12/6/2017 14:09,Closed - Non-Criminal Case,12/6/2017 14:00,12/6/2017 14:00,Richards Hall,"560 Stadium Dr (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Mulch near building was on fire and extinguished
17004945,LARCENY - FROM BUILDING,12/6/2017 15:34,Closed - Inactive,11/10/2017 21:30,11/10/2017 22:30,Breslow Ice Center,"433 V St (UNL SUPPORT FACILITY (office, service))",$150.00,$0.00,Larceny of a coat from Breslow Ice Center.
17004948,SS - CHECK WELFARE OF PERSON,12/6/2017 18:57,Closed - Non-Criminal Case,12/6/2017 18:57,,Woods Art Building,1140 R St (UNL ACADEMIC BUILDING),$0.00,$0.00,Check welfare/mental health investigation of a UNL student. No formal action was taken after contacting the student.
17004964,LOST OR STOLEN ITEM,12/8/2017 0:57,Closed - Non-Criminal Case,12/6/2017 10:45,12/7/2017 12:00,N/A,Unknown (UNKNOWN),$80.00,$0.00,A University student reported losing their purse at an unknown location on campus.
